Part No.,Type,Manufacture,Terrestrial,Flight,TID-Co60,TID-ELDRS,TID-Protons,TID-Electrons,Dose Rate,DD-Protons,DD-Neutrons,Facilities,Standard,Environment,Shielding,SEE
2051,Thick film resistor material,Dupont,Y,,,,Y,,,,,,,,,[]
7410,Thick film resistor material,Dupont,Y,,,,Y,,,,,,,,,[]
7499,Thick film resistor material,Dupont,Y,,,,Y,,,,,,,,,[]
STRH100N10,Power MOSFET,ST Microelectronics,Y,,Y,,,Y,,,,,,,,[]
MT29F32G08ABAAAWP,NAND Flash,Micron,Y,,Y,,,Y,,,,,,,,[]
2N2222,NPN BJT,ST Microelectronics,Y,,Y,Y,,Y,,,,,,,,[]
LM124,Operational Amplifier,Texas Instruments,Y,,Y,Y,,Y,,,,,,,,[]
LM4050,Voltage Reference,Texas Instruments,Y,,Y,Y,,Y,,,,,,,,[]
2N2222A,NPN BJT,ON Semi,Y,,Yx-ray,,,,,,,,,,,[]
BC859,PNP BJT,NXP Semiconductor,Y,,Yx-ray,,,,,,,,,,,[]
LM111H,Voltage Comparator,National Semiconductor,Y,,Yx-ray,,,,,,,,,,,[]
2N7002BK,MOSFET,,Y,,Yx-ray,,,,,,,,,,,[]
SN65HVD10,Transceiver,Texas Instruments,Y,,,,,,,,,,,,,"['SET:H', 'SEFI:H', 'SEL:H']"
SN65HVD11,Transceiver,Texas Instruments,Y,,,,,,,,,,,,,"['SET:H', 'SEFI:H', 'SEL:H']"
SN65HVD12,Transceiver,Texas Instruments,Y,,,,,,,,,,,,,"['SET:H', 'SEFI:H', 'SEL:H']"
SN65HVD72,Transceiver,Texas Instruments,Y,,,,,,,,,,,,,"['SET:H', 'SEFI:H', 'SEL:H']"
SN65HVD251,Transceiver,Texas Instruments,Y,,,,,,,,,,,,,"['SET:H', 'SEFI:H', 'SEL:H']"
Sample A,ROIC,,Y,,,,,,,,,,,,,"['SET:H', 'SEFI:H']"
Sample B,ROIC,,Y,,,,,,,,,,,,,"['SET:H', 'SEFI:H']"
dsPIC30F6014A,MicroController,Microchip,Y,,,,,,,,,,,,,['SEL:H']
ADV212,Codec,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
,Neutron Test Facility,Zevacor Molecular Inc,,,,,,,,,,Y,,,,[]
MAX79356,Modem,Maxim,Y,,,,,,,,,,,,,['SEL:H']
MAX2982,Modem,Maxim,Y,,,,,,,,,,,,,['SEL:H']
MAX2981,Transceiver,Maxim,Y,,,,,,,,,,,,,['SEL:H']
SIG60,UART,YAMAR Electronics,Y,,,,,,,,,,,,,['SEL:H']
AFE031,Transceiver,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
TMS320F2805,Microcontroller,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
AD9361,Transceiver,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
CC3200,Microcontroller,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
NRF52832,Microprocessor,Nordic Semiconductor,Y,,,,,,,,,,,,,['SEL:H']
QCA7000,Ethernet PHY,Qualcomm,Y,,,,,,,,,,,,,['SEL:H']
XBEE S1D,RF Module,Digi Internaltional,Y,,,,,,,,,,,,,['SEL:H']
XBEE S2D,Rf Module,Digi Internaltional,Y,,,,,,,,,,,,,['SEL:H']
MT29F128G08AJAA,Flash Memory,Micron,Y,,,,,,,,,,,,,['SEB:H']
BAS70-05-7-F,Schottky Diode,Diodes Inc.,Y,,,,,,,,,,,,,['SEB:H']
NSR0140P2T5G,Schottky Diode,ON Semi,Y,,,,,,,,,,,,,['SEB:H']
1N5711,Schottky Diode,Semicoa,Y,,,,,,,,,,,,,['SEB:H']
CMPD2003 TR,Switching Diode,Central Semiconductor,Y,,,,,,,,,,,,,['SEB:H']
MMBD1501A,Switching Diode,Fairchild Semicinductor,Y,,,,,,,,,,,,,['SEB:H']
"BAS21,215",Switching Diode,NXP Semiconductor,Y,,,,,,,,,,,,,['SEB:H']
BAS20LT1G,Switching Diode,ON Semi,Y,,,,,,,,,,,,,['SEB:H']
BAS21-E3-08,Switching Diode,Vishay,Y,,,,,,,,,,,,,['SEB:H']
MMBD914,Switching Diode,Fairchild Semicinductor,Y,,,,,,,,,,,,,['SEB:H']
"BAS16,215",Switching Diode,NXP Semiconductor,Y,,,,,,,,,,,,,['SEB:H']
MMBD914LT1G,Switching Diode,ON Semi,Y,,,,,,,,,,,,,['SEB:H']
"BAS29,215",Avalanche Diode,NXP Semiconductor,Y,,,,,,,,,,,,,['SEB:H']
MA4P7455CK-287T,PIN Diode,M/A COM,Y,,,,,,,,,,,,,['SEB:H']
"BAP50-05,215",PiN Diode,NXP Semiconductor,Y,,,,,,,,,,,,,['SEB:H']
BAR64-05 E6327,RF PiN Diode,Infineon,Y,,,,,,,,,,,,,['SEB:H']
"BAP64-05,215",RF PiN Diode,NXP Semiconductor,Y,,,,,,,,,,,,,['SEB:H']
"BAT18,215",RF PiN Diode,NXP Semiconductor,Y,,,,,,,,,,,,,['SEB:H']
SMP1307-004LF,RF PiN Diode,Skyworks Solutions Inc.,Y,,,,,,,,,,,,,['SEB:H']
BZX84C47-7-F,Zener Diode,Diodes Inc.,Y,,,,,,,,,,,,,['SEB:H']
"BZX84-B47,215",Zener Diode,NXP Semiconductor,Y,,,,,,,,,,,,,['SEB:H']
"BZX84-C56,215",Zener Diode,NXP Semiconductor,Y,,,,,,,,,,,,,['SEB:H']
"BZX84-C68,215",Zener Diode,NXP Semiconductor,Y,,,,,,,,,,,,,['SEB:H']
BZX84C56LT1G,Zener Diode,ON Semi,Y,,,,,,,,,,,,,['SEB:H']
BZX84C56LT1G,Zener Diode,ON Semi,Y,,,,,,,,,,,,,['SEB:H']
BZX84C56-E3-08,Zener Diode,Vishay,Y,,,,,,,,,,,,,['SEB:H']
SBR1U200P1-7,Super Barrier Diode,Diodes Inc.,Y,,,,,,,,,,,,,['SEB:H']
BSS84AKV,Power MOSFET,NXP Semiconductor,Y,,,,,,,,,,,,,['SEGR:H']
SQJ431EP-TI-GE3,Power MOSFET,Vishay,Y,,,,,,,,,,,,,['SEB:H']
Si7414DN-T1-E3,Power MOSFET,Vishay,Y,,,,,,,,,,,,,['SEB:H']
SQS460EN-T1GE3,Power MOSFET,Vishay,Y,,,,,,,,,,,,,['SEB:H']
NVTFS5116PLWFTAG,Power MOSFET,ON Semi,Y,,,,,,,,,,,,,['SEGR:H']
CGHV59350F,GaN HEMT,CREE,Y,,,,,,,,,,,,,['SEB:H']
Engineering Sample,SiC VDMOS,GE,Y,,,,,,,,,,,,,['SEB:H']
AD654,Operational Amplifier,Analog Devices,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
KSW-2-46+,RF Switch,Mini-Circuits,Y,,,,,,,,,,,,,"['SET:L', 'SEL:L']"
TPS7A4501,Low Dropout Voltage Regulator,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
AD620SQ/883B,Operational Amplifier,Analog Devices,Y,,,,,,,,,,,,,[]
OP484,Operational Amplifier,Analog Devices,Y,,,Y,,,,,,,,,,[]
LM193,Voltage Comparator,Texas Instruments,Y,,,Y,,,,,,,,,,[]
ADCMP600,Voltage Comparator,Analog Devices,Y,,,Y,,,,,,,,,,[]
ADCMP604,Voltage Comparator,Analog Devices,Y,,,Y,,,,,,,,,,[]
MT29F4G08ABADAW,Flash Memory,Micron,Y,,Y,Y,,,,,,,,,,[]
HS-4423BEH,FET Driver,Intersil,Y,,,Y,,,,,,,,,,[]
2N5154U3,NPN BJT,Microsemi,Y,,,Y,,,,,,,,,,[]
ADF4252,Frequency Synthesizer,Analog Devices,Y,,,Y,,,,,,,,,,[]
ISL71590,Temperature Sensor,Intersil,Y,,,Y,,,,,,,,,,[]
OPB847,Optical Switch,Optek,Y,,,,,,,Y,,,,,,[]
ACPL-785E,Optocoupler,Avago Technologies,Y,,,,,,,Y,,,,,,[]
TUD69H1B,LED,Sensor Electronics Technology,Y,,,,,,,Y,,,,,,[]
TUD89H1B,LED,Sensor Electronics Technology,Y,,,,,,,Y,,,,,,[]
TCE49H1B,LED,Sensor Electronics Technology,Y,,,,,,,Y,,,,,,[]
DG408,Analog Multiplexer,Vishay,Y,,,,Y,,,,,,,,,[]
DG408,Analog Multiplexer,Intersil,Y,,,,Y,,,,,,,,,[]
DG408,Analog Multiplexer,Analog Devices,Y,,,,Y,,,,,,,,,[]
DG408,Analog Multiplexer,Maxim,Y,,,,Y,,,,,,,,,[]
INA121,Instrumentation Amplifier,Texas Instruments,Y,,,,Y,,,,,,,,,[]
AD8397ARZ,Operational Amplifier,Analog Devices,Y,,,,Y,,,,,,,,,[]
AD8031ARZ,Operational Amplifier,Analog Devices,Y,,,,Y,,,,,,,,,['SET:P']
AD8032ARZ,Operational Amplifier,Analog Devices,Y,,,,Y,,,,,,,,,['SET:P']
AD8610ARZ,Operational Amplifier,Analog Devices,Y,,,,Y,,,,,,,,,[]
MAX7300,I/O Expander,Maxim,Y,,,,Y,,,,,,,,,['SET:P']
MCP23017,I/O Expander,Microchip,Y,,,,Y,,,,,,,,,[]
CY62167GE30-45ZXI,SRAM,Cypress,Y,,,,Y,,,,,,,,,['SET:P']
CY62147GE30-45ZSXI,SRAM,Cypress,Y,,,,Y,,,,,,,,,['SET:P']
ADUM3401A,Digital Isolator,Analog Devices,Y,,,,Y,,,,,,,,,['SET:P']
ADUM3401B,Digital Isolator,Analog Devices,Y,,,,Y,,,,,,,,,['SET:P']
ADUM3402EP,Digital Isolator,Analog Devices,Y,,,,Y,,,,,,,,,['SET:P']
ADUM3402B,Digital Isolator,Analog Devices,Y,,,,Y,,,,,,,,,['SET:P']
TCL 120-112,Traco Power,AC-DC Converter,Y,,,,Y,,,,,,,,,[]
TCL 024-105,Traco Power,AC-DC Converter,Y,,,,Y,,,,,,,,,['SET:P']
TBLC 25-105,Traco Power,AC-DC Converter,Y,,,,Y,,,,,,,,,['SET:P']
ML15,Pulse,AC-DC Converter,Y,,,,Y,,,,,,,,,[]
DRB50-5-1,TDK,AC-DC Converter,Y,,,,Y,,,,,,,,,[]
2N2907A,PNP BJT,Semicoa,Y,,,Y,,,,,,,,,,[]
2N2857,NPN BJT,Semicoa,Y,,,Y,,,,,,,,,,[]
IS-139ASEH,Voltage Comparator,Renesas,Y,,,Y,,,,,,,,,,[]
HS-508BEH,Analog Multiplexer,Renesas,Y,,,Y,,,,,,,,,,[]
ISL71590SEH,Temperature Sensor,Renesas,Y,,,Y,,,,,,,,,,[]
HS-117EH,Voltage Regulator,Renesas,Y,,,Y,,,,,,,,,,[]
HS-303AEH,Analog Switch,Renesas,Y,,,Y,,,,,,,,,,[]
ISL74422BRH,MOSFET Driver,Renesas,Y,,,Y,,,,,,,,,,[]
ISL70003A,Switching Regulator,Renesas,Y,,,Y,,,,,,,,,,[]
HS-OP470AEH,Operational Amplifier,Renesas,Y,,,Y,,,,,,,,,,[]
HS-1840BEH,Analog Multiplexer,Renesas,Y,,,Y,,,,,,,,,,[]
HS-201SEH,Analog Switch,Renesas,Y,,,Y,,,,,,,,,,[]
HS-4423RH,MOSFET Driver,Renesas,Y,,,Y,,,,,,,,,,[]
IS-1825SEH,PWM Controller,Renesas,Y,,,Y,,,,,,,,,,[]
RH1013MW,Operational Amplifier,Analog Devices,Y,,,Y,,,,,,,,,,[]
RHR61,Operational Amplifier,ST Microelectronics,Y,,,Y,,,,,,,,,,[]
ISL7052SEH,Low Dropout Voltage Regulator,Renesas,Y,,,Y,,,,,,,,,,[]
ISL729991RH,Low Dropout Voltage Regulator,Renesas,Y,,,Y,,,,,,,,,,[]
ISL73128EH,PNP Transistor Array,Renesas,Y,,,Y,,,,,,,,,,[]
LT1498MP,Operational Amplifier,Linear Technology,Y,,Y,,,,,,,,,,,"['SET:H', 'SEL:H']"
LT3065MP,Voltage Regulator,Linear Technology,Y,,Y,,,,,,,,,,,"['SET:H', 'SEL:H']"
TPS5450,Switching Regulator,Texas Instruments,Y,,Y,,,,,,,,,,,['SEL:H']
AD598,LVDT Signal Conditioner,Analog Devices,Y,,Y,,,,,,,,,,,"['SET:H', 'SEL:H']"
DRV8880,Stepper Mptor Driver,Texas Instruments,Y,,Y,,,,,,,,,,,"['SET:H', 'SEFI:H']"
AD7801,8 bit DAC,Analog Devices,Y,,Y,,,,,,,,,,,['SEL:H']
AD8531,Operational Amplifier,Analog Devices,Y,,Y,,,,,,,,,,,['SEL:H']
JANS2N2222,NPN BJT,Microsemi,Y,,,Y,,,,,,,,,,[]
JANS2N2907,PNP BJT,Semicoa,Y,,,Y,,,,,,,,,,[]
JANS2N3501,NPN BJT,Microsemi,Y,,,Y,,,,,,,,,,[]
JANS2N3019,NPN BJT,Microsemi,Y,,,Y,,,,,,,,,,[]
AD667,12 bit DAC,Analog Devices,Y,,,Y,,,,,Y,,,,,[]
AD1671,12 bit ADC,Analog Devices,Y,,,Y,,,,,Y,,,,,[]
UC1845,PWM Controller,Texas Instruments,Y,,,Y,,,,,Y,,,,,[]
UC1901,Isolated Feedback Generator,Texas Instruments,Y,,,Y,,,,,Y,,,,,[]
AD2S80A,Resolver to Digital Converter,Analog Devices,Y,,,Y,,,,,Y,,,,,[]
MSK5971,Low Dropout Voltage Regulator,MSKennedy,Y,,,Y,,,,,Y,,,,,[]
SF1600S,MEMS Acclerometer,Colibrys,Y,,,,,,,,,,,,,['SEL:H']
MS1002,MEMS Acclerometer,Colibrys,Y,,,,,,,,,,,,,['SEL:H']
LTC2440IGN,24 bit ADC,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
DRV8412,Motor Driver,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
TPSA3001-EP,Low Dropout Voltage Regulator,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
TPS7A4700,Low Dropout Voltage Regulator,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
LMP2022,Operational Amplifier,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
LTC2904ITS8,Power Supply Monitor,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
LTC6655BHLS8,Voltage Reference,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
ECS-3961-040,Oscillator,ECS Inc.,Y,,,,,,,,,,,,,['SEL:H']
ASDMB-16.000MHZ-XY,Oscillator,Abracon,Y,,,,,,,,,,,,,['SEL:H']
EN5322QI,Switching Regulator,Altera,Y,,,,,,,,,,,,,['SEL:H']
DS90LV032A,LVDS Receiver,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
DS90LV0100A,LVDS Tranceiver,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
CHA2069,Low Noise Amplifier,UMS,Y,,,,,,,,,,,,,['SEL:H']
CHE1270,Detector,UMS,Y,,,,,,,,,,,,,['SEL:H']
CHT3090a,Attenuator,UMS,Y,,,,,,,,,,,,,['SEL:H']
TMP2323-30,Power FET,Toshiba,Y,,,,,,,,,,,,,['SEL:P']
MGF0905A,GaAs FET,Mitisubishi,Y,,,,,,,,,,,,,['SEL:P']
TGA4516,Amplifier,Triquint,Y,,,,,,,,,,,,,['SEL:H']
CMD132,Low Noise Amplifier,Custom,Y,,,,,,,,,,,,,['SEL:H']
HMC344,Swtich,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
HMC363G8,Divider,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
STW65N80K5,Power MOSFET,Infineon,Y,,,,,,,,,,,,,['SEB:H']
FCH060N80,Power MOSFET,Fairchild Semicinductor,Y,,,,,,,,,,,,,['SEB:H']
IXFK66N85X,Power MOSFET,Fairchild Semicinductor,Y,,,,,,,,,,,,,['SEB:H']
SPP17N80C3,Power MOSFET,IXYS,Y,,,,,,,,,,,,,['SEB:H']
FQA11N90_F109,Power MOSFET,Fairchild Semicinductor,Y,,,,,,,,,,,,,['SEB:H']
FCPF290N80,Power MOSFET,Infineon,Y,,,,,,,,,,,,,['SEB:H']
FQA11N90_F109,Power MOSFET,ST Microelectronics,Y,,,,,,,,,,,,,['SEB:H']
THD10-2422WIN,DC-DC Converter,Traco,Y,,Y,,,,,,Y,,,,,[]
THD-2415WIN,DC-DC Converter,Traco,Y,,Y,,,,,,Y,,,,,[]
THL6-2415WISM,DC-DC Converter,Traco,Y,,,,,,,,Y,,,,,[]
THN15-2411,DC-DC Converter,Traco,Y,,Y,,,,,,Y,,,,,[]
THL25-2410,DC-DC Converter,Traco,Y,,Y,,,,,,Y,,,,,[]
LTC3561,DC-DC Converter,Linear Technology,Y,,Y,,,,,,Y,,,,,[]
LTC1871,DC-DC Converter,Linear Technology,Y,,Y,,,,,,Y,,,,,[]
TPS62090,DC-DC Converter,Texas Instruments,Y,,Y,,,,,,Y,,,,,[]
LMR64010,DC-DC Converter,Texas Instruments,Y,,,,,,,,Y,,,,,[]
TPS61175,DC-DC Converter,Texas Instruments,Y,,,,,,,,Y,,,,,[]
LTM9031,DC-DC Converter,Texas Instruments,Y,,,,,,,,Y,,,,,[]
ADC31JB68,16 bit ADC,Texas Instruments,Y,,,,,,,,Y,,,,,[]
ADS54J60,16 bit ADC,Texas Instruments,Y,,,,,,,,Y,,,,,[]
DAC121S101,12 bit DAC,Texas Instruments,Y,,,,,,,,Y,,,,,[]
LTC1569,Low Pass Filter,Linear Technology,Y,,,,,,,,Y,,,,,[]
SN74LVC1G17DBV,Schmitt Trigger,Texas Instruments,Y,,,,,,,,Y,,,,,[]
LMH6401,RF Amp,Texas Instruments,Y,,,,,,,,Y,,,,,[]
AD9826KRSZ,16 bit ADC,Analog Devices,Y,,,,,,,,Y,,,,,[]
LT1512,Battery Charger,Linear Technology,Y,,,,,,,,Y,,,,,[]
ADP7182,Voltage Regulator,Analog Devices,Y,,,,,,,,Y,,,,,[]
ADP3367,Low Dropout Voltage Regulator,Analog Devices,Y,,,,,,,,Y,,,,,[]
ADR3425,Voltage Reference,Analog Devices,Y,,,,,,,,Y,,,,,[]
TPS7A8300,Low Dropout Voltage Regulator,Analog Devices,Y,,,,,,,,Y,,,,,[]
,GLS85VM1994P-S-I-LFW eMMC Memory,Greenliant,Y,,,,,,,,Y,,,,,[]
,Heavy Ion Test Facility,,Y,,,,,,,,,Y,,,,[]
,Proton Test Facility,,Y,,,,,,,,,Y,,,,[]
,Heavy Ion Test Facility,,Y,,,,,,,,,Y,,,,[]
,Total Dose Test Facility,,Y,,,,,,,,,Y,,,,[]
,GPU Test Method,,Y,,,,,,,,,Y,,,,[]
,Flash Memory,Dosimetry,Y,,Y,,,,,,,,,,,[]
CY15B104Q,FRAM,Cypress,Y,,Y,,,,,,,,,,,[]
MB85RQ4MLPF,FRAM,Fujitsu,Y,,Y,,,,,,,,,,,[]
K9F8G08UOM,NAND Flash,Samsung,Y,,Y,,,,,,,,,,,[]
Si7431DP,Power MOSFET,Vishay,Y,,Y,,,,,,,,,,,[]
REF2925,Voltage Reference,Texas Instruments,Y,,Y,Y,,,,,,,,,,[]
LT1790-2.5,Voltage Reference,Analog Devices,Y,,Y,Y,,,,,,,,,,[]
MAX6066,Voltage Reference,Maxim,Y,,Y,Y,,,,,,,,,,[]
REF192,Voltage Reference,Analog Devices,Y,,Y,Y,,,,,,,,,,[]
Guide to the Radiation,Effects Data Workshop 2017,,Y,,,,,,,,,,,,,[]
ISL70591SEH,Current Source,,Y,,Y,Y,,,,,,,,,,"['SET:H', 'SEL:H']"
ISL70592DEH,Current Source,,Y,,Y,Y,,,,,,,,,,"['SET:H', 'SEL:H']"
ADuM7442S,iCoupler,Analog Devices,Y,,Y,,,,,,,,,,,['SET:H']
ADuM3190S,iCoupler,Analog Devices,Y,,Y,,,,,,,,,,,['SET:H']
ADuM141ES,iCoupler,Analog Devices,Y,,Y,,,,,,,,,,,['SET:H']
B7892RHBMTI,12 bit ADC,Beijing Microelectronics Techn,Y,,,,,,,,,,,,,['SEL:H']
JSR164245SA,Transceiver,CETC58,Y,,,,,,,,,,,,,['SEL:H']
AD7893BRZ-5,12 bit ADC,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
MAX253ESA+,RS-485 Driver,Maxim,Y,,,,,,,,,,,,,['SEL:H']
"74LVT245DB,118",Transceiver,Nexperia,Y,,,,,,,,,,,,,['SEL:H']
MAX3100EEE+,UART,Maxim,Y,,,,,,,,,,,,,['SEL:H']
ADC08D500CIYB/NOPB,8 bit DAC,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
IR2153Z,Half Bridge Driver,International Rectifier,Y,,,,,,,,,,,,,['SEL:H']
ADM232AARN,RS-232 Transceiver,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
MAX3222EAP+,RS-232 Transceiver,Maxim,Y,,,,,,,,,,,,,['SEL:H']
ISO7240CFDW,Transceiver,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
IRF540NS,Power MOSFET,International Rectifier,Y,,,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
IRF7130PbF,Power MOSFET,International Rectifier,Y,,,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
IRF52N15DPBF,Power MOSFET,International Rectifier,Y,,,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
IRFS4610TRPBF,Power MOSFET,International Rectifier,Y,,,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
IRFF130,Power MOSFET,International Rectifier,Y,,,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
IRFY044CM,Power MOSFET,International Rectifier,Y,,,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
IRFY140CM,Power MOSFET,International Rectifier,Y,,,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
IRF7351PBF,Power MOSFET,International Rectifier,Y,,,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
IRF3710SPBF,Power MOSFET,International Rectifier,Y,,,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
IRFB4620PBF,Power MOSFET,International Rectifier,Y,,,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
IRFB4110PBF,Power MOSFET,International Rectifier,Y,,,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
IRLU120NPBF,Power MOSFET,International Rectifier,Y,,,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
IRF5210PBF,Power MOSFET,International Rectifier,Y,,,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
IRF7316,Power MOSFET,International Rectifier,Y,,,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
IRFM9140,Power MOSFET,International Rectifier,Y,,,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
IRFF9024,Power MOSFET,International Rectifier,Y,,,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
IRF4905PBF,Power MOSFET,International Rectifier,Y,,,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
IRFF9120,Power MOSFET,International Rectifier,Y,,,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
2N2222,NPN BJT,ON Semi,Y,,Yxray,,,,,,,,,,,[]
2N2907,PNP BJT,ON Semi,Y,,Yxray,,,,,,,,,,,[]
AD590,Temperature Sensor,Analog Devices,Y,,Yxray,,,,,,,,,,,[]
AT27,EEPROM,,Y,,,Y,,Y,,,,,,,,[]
RT2378,20 bitADC,Analog Devices,Y,,Y,,,,,,,,,,,[]
RH5596,RMS Power Detector,Analog Devices,Y,,Y,,,,,,,,,,,['SET:H']
ADL6010S,Envelope Detector,Analog Devices,Y,,Y,,,,,,,,,,,['SET:H']
RH3845,PWM Controller,Analog Devices,Y,,Y,,,,,,,,,,,['SEB:H']
UC1708,Power Driver,Texas Instruments,Y,,,,Y,,,Y,,,,,,[]
KD-1500,Position Measurement System,Kaman,Y,,,Y,,,,,,,,,,[]
ISL75051,Low Dropout Voltage Regulator,Intersil,Y,,,,,,,,Y,,,,,[]
ISL75001,Switching Regulator,Intersil,Y,,,,,,,,Y,,,,,[]
ISL70002,Voltage Regulator,Intersil,Y,,,,,,,,Y,,,,,[]
ISL7003,Voltage Regulator,Intersil,Y,,,,,,,,Y,,,,,[]
RH137,Voltage Regulator,Linear Technology,Y,,,,,,,,Y,,,,,[]
ISL71090,Voltage Regulator,Intersil,Y,,,,,,,,Y,,,,,[]
ISL71091,Voltage Regulator,Intersil,Y,,,,,,,,Y,,,,,[]
HS117,Voltage Regulator,Intersil,Y,,,,,,,,Y,,,,,[]
MSK5971,Voltage Regulator,MSKennedy,Y,,,,,,,,Y,,,,,[]
ISL75052,Voltage Regulator,Intersil,Y,,,,,,,,Y,,,,,[]
RH1085,Voltage Regulator,Linear Technology,Y,,,,,,,,Y,,,,,[]
RH1573,Voltage Regulator,Linear Technology,Y,,,,,,,,Y,,,,,[]
ISL1009,Voltage Regulator,Intersil,Y,,,,,,,,Y,,,,,[]
RH1013MW,Operational Amplifier,Linear Technology,Y,,,,,,,,Y,,,,,[]
RH1498MW,Operational Amplifier,Linear Technology,Y,,,,,,,,Y,,,,,[]
ISL70227SEH,Operational Amplifier,Intersil,Y,,,,,,,,Y,,,,,[]
ISL70417SEH,Operational Amplifier,Intersil,Y,,,,,,,,Y,,,,,[]
ISL70419SEH,Operational Amplifier,Intersil,Y,,,,,,,,Y,,,,,[]
ISL70444SEH,Operational Amplifier,Intersil,Y,,,,,,,,Y,,,,,[]
ISL7119RH,Voltage Comparator,Intersil,Y,,,,,,,,Y,,,,,[]
IS-139ASRH,Voltage Comparator,Intersil,Y,,,,,,,,Y,,,,,[]
Custom,SOC ADC RF,,Y,,Y,,,,,,,,,,,[]
LX7720,Integrated Motor Controller,Microsemi,Y,,,Y,,,,,,,,,,[]
HVD233-S,CAN Transceiver,Texas Instruments,Y,,Y,,,,,,,,,,,"['SET:H', 'SEL:H']"
LMT01-SP,Temperature Sensor,Texas Instruments,Y,,,Y,,,,,,,,,,"['SET:H', 'SEL:H']"
Test Structure,UTTB FD-SOI n-MOSFET,,Y,,Y,,,,,,,,,,,[]
TMP461-SP,Temperature Sensor,Texas Instruments,Y,,,Y,,,,,,,,,,"['SET:H', 'SEL:H']"
S-1142B,Low Dropout Voltage Regulator,Advanced Linear,Y,,,Y,,,,,,,,,,[]
ADP151,Low Dropout Voltage Regulator,Analog Devices,Y,,,Y,,,,,,,,,,[]
MCP1700,Low Dropout Voltage Regulator,Microchip,Y,,,Y,,,,,,,,,,[]
ISL9008,Low Dropout Voltage Regulator,Rensas,Y,,,Y,,,,,,,,,,[]
L4931,Low Dropout Voltage Regulator,ST Micro,Y,,,Y,,,,,,,,,,[]
REF2925,Voltage Reference,Texas Instruments,Y,,,Y,,,,,,,,,,[]
LT1790-2.5,Voltage Reference,Analog Devices,Y,,,Y,,,,,,,,,,[]
MAX6066,Voltage Reference,Maxim,Y,,,Y,,,,,,,,,,[]
REF192,Voltage Reference,Analog Devices,Y,,,Y,,,,,,,,,,[]
HS-117EH,Voltage Regulator,Renesas,Y,,,Y,,,,,,,,,,[]
HS-303AEH,Analog Switch,Renesas,Y,,,Y,,,,,,,,,,[]
HS-508BEH,Analog Multiplexer,Renesas,Y,,,Y,,,,,,,,,,[]
IS-139ASEH,Voltage Comparator,Renesas,Y,,,Y,,,,,,,,,,[]
ISL70003ASEH,Switching Regulator,Renesas,Y,,,Y,,,,,,,,,,[]
ISL71590SEH,Temperature Sensor,Renesas,Y,,,Y,,,,,,,,,,[]
ISL74422BRH,Power MOSFET Driver,Renesas,Y,,,Y,,,,,,,,,,[]
HS-117EH,Voltage Regulator,Renesas,Y,,,Y,,,,,,,,,,[]
HS-303AEH,Analog Switch,Renesas,Y,,,Y,,,,,,,,,,[]
HS-508BEH,Analog Multiplexer,Renesas,Y,,,Y,,,,,,,,,,[]
IS-139ASEH,Voltage Comparator,Renesas,Y,,,Y,,,,,,,,,,[]
ISL70003ASEH,Switching Regulator,Renesas,Y,,,Y,,,,,,,,,,[]
